age,height_cm,weight_kgs,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),primary_position,body_type_clean,continent,pace_index,shooting_index,passing_index,dribbling_index,defending_index,physical_index,growth,position_group
28,154.94,64.9,60,60,170000.0,2000.0,Left,1,3,2,LB,Normal,Europe,65.0,44.5,52.0,57.833333333333336,57.6,67.25,0,Defender
19,182.88,71.2,65,82,1100000.0,2000.0,Right,1,3,3,RW,Normal,South America,76.0,65.0,50.166666666666664,68.83333333333333,27.4,59.5,17,Attacker
25,152.4,64.9,65,70,600000.0,6000.0,Left,1,3,3,LB,Normal,Europe,68.5,49.666666666666664,56.833333333333336,61.5,62.2,62.0,5,Defender
24,185.42,79.8,69,77,1200000.0,8000.0,Right,1,4,1,GK,Normal,Europe,54.5,19.0,26.5,41.166666666666664,16.4,49.25,8,Goalkeeper
30,154.94,73.9,66,66,475000.0,4000.0,Left,1,2,2,LB,Lean,Europe,67.0,41.666666666666664,59.333333333333336,62.666666666666664,64.0,67.75,0,Defender
28,182.88,76.2,73,73,4000000.0,1000.0,Right,1,3,3,CM,Normal,Europe,62.0,70.16666666666667,74.66666666666667,69.5,58.8,64.0,0,Midfielder
23,193.04,97.1,68,76,975000.0,3000.0,Left,1,2,1,GK,Normal,Europe,48.5,17.166666666666668,26.833333333333332,40.0,17.4,40.75,8,Goalkeeper
20,152.4,64.0,52,65,100000.0,1000.0,Right,1,3,2,ST,Lean,Europe,73.5,48.5,39.0,57.0,19.8,47.75,13,Attacker
30,170.18,69.9,64,64,425000.0,2000.0,Right,1,3,3,CM,Normal,North America,62.0,52.5,61.0,66.16666666666667,53.0,64.5,0,Midfielder
23,175.26,81.2,74,79,7500000.0,43000.0,Right,1,4,3,RM,Normal,Europe,80.5,66.0,65.0,75.0,40.6,62.75,5,Midfielder
36,193.04,92.1,61,61,120000.0,2000.0,Right,1,2,2,ST,Stocky,Europe,62.0,55.666666666666664,46.333333333333336,55.0,40.8,72.75,0,Attacker
27,152.4,68.9,57,57,110000.0,1000.0,Right,1,3,3,RM,Normal,Africa,68.5,46.5,48.0,59.5,27.2,47.75,0,Midfielder
23,170.18,66.2,69,76,1500000.0,5000.0,Left,1,2,3,CM,Normal,Africa,73.0,60.833333333333336,66.16666666666667,72.5,61.0,71.0,7,Midfielder
30,170.18,68.9,68,68,700000.0,3000.0,Right,1,3,3,CDM,Normal,South America,65.0,54.666666666666664,63.5,69.0,59.0,64.75,0,Midfielder
25,152.4,76.2,72,77,3500000.0,13000.0,Right,1,2,3,RB,Lean,Africa,79.5,44.5,58.166666666666664,71.66666666666667,67.2,70.0,5,Defender
20,175.26,73.0,75,84,10500000.0,21000.0,Left,1,4,4,CAM,Normal,Europe,89.5,64.83333333333333,65.33333333333333,78.5,32.8,54.0,9,Midfielder
31,190.5,78.9,81,81,17000000.0,41000.0,Left,3,3,4,CF,Lean,Europe,68.5,81.66666666666667,79.5,76.0,43.0,57.25,0,Attacker
17,154.94,68.0,52,72,80000.0,1000.0,Right,1,2,1,GK,Lean,Europe,27.0,10.166666666666666,16.333333333333332,26.666666666666668,10.6,33.75,20,Goalkeeper
25,154.94,72.1,59,62,200000.0,2000.0,Right,1,3,3,RW,Normal,Oceania,82.5,50.666666666666664,51.833333333333336,58.666666666666664,22.6,47.75,3,Attacker
34,187.96,87.1,70,70,725000.0,5000.0,Left,1,2,2,CB,Normal,South America,45.5,36.833333333333336,49.0,56.666666666666664,69.6,72.0,0,Defender
24,170.18,69.9,63,69,500000.0,2000.0,Right,1,2,3,LM,Normal,South America,66.0,54.333333333333336,53.666666666666664,63.5,29.6,47.75,6,Midfielder
26,187.96,69.9,71,75,3100000.0,17000.0,Right,1,3,3,CAM,Normal,Oceania,71.5,65.33333333333333,64.83333333333333,68.5,69.8,79.5,4,Midfielder
19,182.88,68.0,54,67,120000.0,1000.0,Right,1,3,2,CM,Lean,Europe,61.0,46.666666666666664,48.166666666666664,53.666666666666664,44.2,58.75,13,Midfielder
29,154.94,76.2,71,71,2400000.0,14000.0,Right,1,3,3,RM,Lean,North America,73.5,59.666666666666664,60.833333333333336,66.0,42.6,65.25,0,Midfielder
21,185.42,74.8,60,71,325000.0,3000.0,Right,1,3,2,CDM,Lean,Asia,51.0,40.0,46.666666666666664,54.333333333333336,58.8,59.25,11,Midfielder
17,170.18,64.9,58,79,280000.0,1000.0,Right,1,2,3,LM,Lean,Oceania,76.0,44.166666666666664,48.333333333333336,62.666666666666664,35.0,48.75,21,Midfielder
25,175.26,68.0,73,75,4900000.0,9000.0,Right,1,3,3,RM,Lean,Asia,87.5,60.166666666666664,60.0,68.33333333333333,58.2,67.75,2,Midfielder
25,170.18,62.1,74,77,7000000.0,20000.0,Left,2,2,4,RW,Normal,South America,90.0,67.33333333333333,67.83333333333333,79.0,29.6,62.75,3,Attacker
26,170.18,74.8,76,77,9000000.0,42000.0,Right,2,3,4,LM,Normal,South America,88.5,69.16666666666667,63.833333333333336,79.5,39.8,56.25,1,Midfielder
27,165.1,63.0,65,65,575000.0,2000.0,Right,1,4,3,LM,Normal,Asia,69.5,54.666666666666664,57.5,72.33333333333333,40.6,60.25,0,Midfielder
25,193.04,81.2,66,73,775000.0,11000.0,Left,1,2,2,CB,Lean,Europe,58.5,44.166666666666664,48.666666666666664,56.333333333333336,64.2,68.0,7,Defender
21,182.88,73.9,63,75,650000.0,2000.0,Left,1,3,3,CM,Normal,Europe,69.0,57.666666666666664,58.5,64.5,51.8,50.75,12,Midfielder
32,154.94,78.9,66,66,425000.0,3000.0,Left,1,3,2,LB,Normal,Europe,72.5,55.0,62.5,62.166666666666664,60.2,73.75,0,Defender
20,193.04,87.1,55,69,180000.0,1000.0,Right,1,2,2,CDM,Normal,South America,47.0,38.166666666666664,42.166666666666664,49.666666666666664,56.0,57.0,14,Midfielder
23,154.94,73.9,76,85,11500000.0,23000.0,Left,2,3,4,CM,Lean,Europe,79.0,67.83333333333333,69.83333333333333,75.83333333333333,67.2,66.75,9,Midfielder
30,154.94,68.9,68,68,875000.0,9000.0,Right,1,4,3,LM,Lean,Europe,71.0,66.0,68.33333333333333,66.16666666666667,38.6,60.5,0,Midfielder
25,185.42,83.9,72,76,3400000.0,26000.0,Right,1,3,2,CB,Normal,Europe,69.0,37.333333333333336,45.0,61.5,70.0,74.0,4,Defender
27,152.4,71.2,68,71,925000.0,7000.0,Right,1,2,3,CDM,Lean,Oceania,71.0,60.0,61.333333333333336,64.0,60.8,66.75,3,Midfielder
27,190.5,82.1,65,65,600000.0,3000.0,Right,1,3,2,ST,Lean,Europe,84.0,57.333333333333336,45.666666666666664,62.5,35.6,66.25,0,Attacker
25,154.94,74.8,61,66,280000.0,1000.0,Right,1,3,2,RB,Normal,Europe,70.0,39.833333333333336,52.166666666666664,59.5,56.2,60.25,5,Defender
26,175.26,68.9,65,68,675000.0,2000.0,Right,1,3,3,CAM,Lean,Europe,77.0,57.166666666666664,59.166666666666664,66.66666666666667,40.8,58.5,3,Midfielder
21,185.42,78.9,57,71,230000.0,1000.0,Right,1,3,2,ST,Lean,South America,60.5,54.333333333333336,38.166666666666664,54.333333333333336,25.4,56.25,14,Attacker
28,187.96,86.2,73,73,4000000.0,26000.0,Right,1,2,3,CM,Normal,Europe,54.5,61.833333333333336,59.666666666666664,63.166666666666664,71.4,72.5,0,Midfielder
23,175.26,68.0,60,67,290000.0,3000.0,Right,1,3,2,CM,Normal,Europe,65.0,51.5,58.0,62.833333333333336,42.2,53.5,7,Midfielder
30,190.5,91.2,66,66,425000.0,11000.0,Right,1,2,1,GK,Normal,Europe,34.0,14.666666666666666,20.666666666666668,37.166666666666664,11.4,37.0,0,Goalkeeper
21,152.4,73.0,65,75,875000.0,2000.0,Left,1,2,3,RM,Lean,Europe,90.5,59.0,58.0,69.66666666666667,25.0,52.0,10,Midfielder
27,154.94,73.0,73,73,4300000.0,17000.0,Left,1,2,3,LM,Normal,North America,83.5,56.333333333333336,67.5,72.33333333333333,61.4,73.0,0,Midfielder
24,175.26,60.8,72,78,4300000.0,5000.0,Right,1,3,3,LM,Lean,Europe,90.0,55.5,64.66666666666667,74.16666666666667,40.0,49.25,6,Midfielder
25,198.12,88.9,70,74,1600000.0,8000.0,Left,1,2,1,GK,Normal,Europe,39.0,14.166666666666666,17.666666666666668,36.0,17.2,41.0,4,Goalkeeper
30,182.88,81.2,66,66,500000.0,4000.0,Left,1,2,2,CB,Normal,Europe,66.0,45.833333333333336,57.166666666666664,64.5,61.2,76.75,0,Defender
21,182.88,71.2,67,81,1500000.0,3000.0,Right,1,4,3,LB,Lean,Europe,75.5,43.666666666666664,54.833333333333336,64.66666666666667,62.6,61.5,14,Defender
35,182.88,74.8,64,64,140000.0,1000.0,Right,1,3,2,CB,Lean,Europe,46.0,48.166666666666664,52.833333333333336,56.333333333333336,60.4,63.25,0,Defender
26,182.88,78.0,64,69,500000.0,4000.0,Right,1,3,2,CDM,Lean,Europe,74.0,44.833333333333336,53.5,60.666666666666664,63.2,72.25,5,Midfielder
20,193.04,84.8,62,73,450000.0,3000.0,Left,1,2,2,CB,Lean,Europe,64.0,30.333333333333332,37.666666666666664,48.833333333333336,58.6,68.75,11,Defender
19,154.94,67.1,62,79,650000.0,2000.0,Left,1,2,3,CAM,Lean,Europe,68.5,49.166666666666664,56.166666666666664,63.333333333333336,58.2,41.5,17,Midfielder
32,154.94,73.9,67,67,500000.0,6000.0,Right,1,3,2,RB,Lean,Europe,68.0,47.833333333333336,54.0,65.33333333333333,65.6,73.0,0,Defender
33,152.4,73.9,60,60,120000.0,2000.0,Right,1,3,2,CB,Normal,Asia,55.0,29.833333333333332,37.333333333333336,52.5,58.8,58.75,0,Defender
27,170.18,64.9,62,63,290000.0,2000.0,Left,1,4,2,LB,Lean,Europe,76.5,53.0,47.166666666666664,65.83333333333333,55.6,66.25,1,Defender
29,182.88,86.2,74,75,5000000.0,13000.0,Right,2,3,2,CB,Stocky,Africa,63.5,35.333333333333336,40.666666666666664,60.666666666666664,72.4,76.5,1,Defender
28,154.94,74.8,69,70,1000000.0,4000.0,Right,1,3,2,CB,Normal,Europe,65.5,39.833333333333336,54.166666666666664,63.833333333333336,68.2,70.25,1,Defender
23,170.18,71.2,66,74,950000.0,4000.0,Right,1,2,3,ST,Normal,South America,71.0,62.166666666666664,53.333333333333336,68.0,30.2,62.0,8,Attacker
30,175.26,67.1,66,66,625000.0,1000.0,Right,1,3,3,CM,Lean,Europe,72.5,59.666666666666664,59.333333333333336,67.5,63.4,73.25,0,Midfielder
20,170.18,69.9,63,67,475000.0,1000.0,Right,1,2,3,ST,Lean,Europe,79.5,60.666666666666664,46.166666666666664,73.83333333333333,30.8,54.75,4,Attacker
23,182.88,81.2,62,68,400000.0,1000.0,Right,1,3,2,CM,Normal,Europe,64.0,54.666666666666664,59.833333333333336,61.333333333333336,56.0,66.5,6,Midfielder
22,200.66,89.8,60,72,290000.0,1000.0,Right,1,3,1,GK,Lean,Europe,27.0,10.166666666666666,19.833333333333332,31.333333333333332,13.8,41.25,12,Goalkeeper
28,187.96,84.8,66,66,650000.0,3000.0,Right,1,3,2,CM,Normal,Europe,56.0,50.0,52.5,64.0,66.0,79.5,0,Midfielder
24,182.88,73.0,68,73,1200000.0,9000.0,Left,1,4,3,LW,Lean,Europe,81.5,53.5,53.5,68.66666666666667,37.2,56.25,5,Attacker
18,190.5,74.8,55,70,180000.0,3000.0,Right,1,3,2,ST,Lean,Africa,68.5,48.833333333333336,30.833333333333332,48.166666666666664,26.4,60.25,15,Attacker
22,170.18,63.0,62,67,400000.0,1000.0,Right,1,2,3,RM,Lean,North America,73.5,55.666666666666664,58.833333333333336,69.33333333333333,38.8,42.75,5,Midfielder
20,187.96,69.9,53,66,110000.0,1000.0,Right,1,3,2,CM,Lean,Europe,50.5,48.166666666666664,49.166666666666664,46.0,54.6,63.25,13,Midfielder
27,152.4,69.9,59,60,190000.0,1000.0,Right,1,3,2,ST,Normal,Europe,70.0,57.0,47.166666666666664,65.16666666666667,30.0,61.5,1,Attacker
20,167.64,55.8,67,78,1300000.0,3000.0,Right,1,3,3,LW,Lean,Africa,89.0,58.833333333333336,52.833333333333336,74.83333333333333,33.4,49.25,11,Attacker
24,185.42,72.1,50,56,40000.0,1000.0,Right,1,3,2,CM,Lean,Europe,67.0,45.666666666666664,44.5,49.5,47.6,54.25,6,Midfielder
18,152.4,68.0,50,66,50000.0,1000.0,Right,1,1,1,GK,Normal,Europe,26.5,10.5,18.833333333333332,30.833333333333332,11.0,34.5,16,Goalkeeper
28,182.88,73.0,58,58,130000.0,1000.0,Left,1,3,2,LM,Normal,Europe,72.0,53.833333333333336,48.0,60.333333333333336,25.2,60.75,0,Midfielder
31,152.4,78.0,74,74,5500000.0,18000.0,Right,1,3,3,RW,Normal,Africa,81.0,72.66666666666667,70.83333333333333,71.33333333333333,36.6,63.75,0,Attacker
25,185.42,78.9,65,67,450000.0,2000.0,Right,1,2,1,GK,Normal,North America,57.0,15.833333333333334,20.666666666666668,32.833333333333336,15.2,50.0,2,Goalkeeper
32,185.42,74.8,63,63,325000.0,3000.0,Right,1,3,2,CM,Normal,Europe,61.0,58.166666666666664,59.333333333333336,63.5,52.6,66.5,0,Midfielder
21,175.26,67.1,73,79,4600000.0,40000.0,Right,1,3,3,RB,Normal,Europe,72.5,43.0,59.5,68.16666666666667,72.2,71.0,6,Defender
28,154.94,72.1,61,62,240000.0,1000.0,Right,1,3,3,CDM,Lean,Europe,76.5,56.833333333333336,60.0,61.333333333333336,55.6,59.25,1,Midfielder
22,154.94,74.8,65,78,925000.0,1000.0,Right,1,3,2,CB,Normal,Europe,61.5,43.0,48.666666666666664,59.833333333333336,63.6,68.25,13,Defender
21,152.4,69.9,54,66,110000.0,1000.0,Right,1,3,2,RB,Normal,Europe,46.0,35.333333333333336,37.333333333333336,54.166666666666664,56.2,53.0,12,Defender
21,193.04,84.8,56,66,130000.0,1000.0,Right,1,3,2,CB,Normal,Africa,57.5,26.5,28.666666666666668,40.5,53.6,63.75,10,Defender
18,187.96,78.0,53,67,110000.0,1000.0,Left,1,3,2,CB,Normal,Europe,54.5,27.0,29.166666666666668,44.5,50.8,61.5,14,Defender
24,175.26,69.9,86,88,45000000.0,100000.0,Right,3,4,3,RB,Lean,Europe,73.0,66.83333333333333,80.33333333333333,83.33333333333333,77.8,79.0,2,Defender
28,195.58,89.8,70,71,1700000.0,8000.0,Right,1,3,2,CDM,Normal,Europe,65.5,39.666666666666664,57.333333333333336,57.5,71.2,65.5,1,Midfielder
19,175.26,64.9,62,77,550000.0,4000.0,Left,1,3,2,LWB,Lean,Europe,79.0,33.5,47.166666666666664,63.333333333333336,52.8,67.25,15,Defender
17,170.18,69.9,57,75,200000.0,1000.0,Right,1,3,2,CM,Normal,Europe,77.0,46.166666666666664,48.666666666666664,62.5,49.4,64.0,18,Midfielder
25,185.42,78.0,66,70,850000.0,9000.0,Right,1,3,3,ST,Lean,Europe,72.0,60.833333333333336,57.333333333333336,65.5,34.2,60.25,4,Attacker
21,193.04,83.9,61,75,450000.0,2000.0,Right,1,2,1,GK,Lean,North America,29.0,17.166666666666668,18.666666666666668,30.333333333333332,12.6,44.5,14,Goalkeeper
19,170.18,66.2,75,86,11000000.0,28000.0,Right,1,4,4,LW,Normal,Europe,89.5,70.16666666666667,65.5,78.16666666666667,36.6,64.0,11,Attacker
21,185.42,78.0,64,77,775000.0,8000.0,Right,1,2,2,CB,Lean,Europe,52.5,38.166666666666664,39.166666666666664,49.5,64.2,66.0,13,Defender
26,185.42,82.1,69,72,1100000.0,5000.0,Left,1,3,2,LB,Normal,Europe,71.0,48.833333333333336,62.833333333333336,65.66666666666667,66.6,71.5,3,Defender
29,187.96,77.1,74,74,6000000.0,21000.0,Right,1,3,3,ST,Lean,Africa,81.5,70.0,54.833333333333336,71.5,32.0,72.0,0,Attacker
22,187.96,82.1,70,80,2500000.0,6000.0,Right,1,2,2,CB,Lean,South America,56.0,36.5,43.166666666666664,48.0,70.2,71.0,10,Defender
20,152.4,77.1,63,73,600000.0,2000.0,Left,1,3,2,ST,Normal,Europe,74.0,57.333333333333336,45.166666666666664,59.666666666666664,27.2,61.5,10,Attacker
28,154.94,78.9,74,74,5500000.0,1000.0,Right,1,4,3,LM,Normal,Europe,80.0,68.16666666666667,69.0,73.16666666666667,39.4,60.25,0,Midfielder
26,152.4,69.9,74,75,5500000.0,26000.0,Right,2,2,3,RB,Lean,Europe,73.0,48.333333333333336,62.666666666666664,74.83333333333333,67.8,71.5,1,Defender
28,182.88,74.8,62,62,250000.0,4000.0,Right,1,3,2,CDM,Normal,Europe,65.5,47.666666666666664,53.0,60.166666666666664,60.6,69.0,0,Midfielder
20,154.94,74.8,75,87,10000000.0,14000.0,Right,1,3,2,CB,Normal,Europe,71.0,32.666666666666664,40.0,68.5,77.0,71.0,12,Defender
21,182.88,73.0,60,66,240000.0,1000.0,Right,1,3,2,RB,Lean,Oceania,72.0,28.0,41.5,64.0,60.8,60.25,6,Defender
30,182.88,79.8,73,73,3800000.0,1000.0,Left,1,3,3,LM,Lean,Europe,65.5,68.5,77.66666666666667,70.5,49.6,63.5,0,Midfielder
19,193.04,89.8,58,72,210000.0,1000.0,Right,1,3,1,GK,Normal,Europe,31.5,12.5,16.833333333333332,27.333333333333332,13.6,44.5,14,Goalkeeper
22,190.5,76.2,63,69,425000.0,2000.0,Left,1,2,2,CB,Lean,Europe,61.0,38.0,38.5,52.333333333333336,60.8,63.25,6,Defender
22,198.12,77.1,59,68,240000.0,1000.0,Right,1,2,2,ST,Lean,Europe,51.5,51.333333333333336,39.833333333333336,50.166666666666664,34.4,59.75,9,Attacker
18,185.42,78.0,56,79,190000.0,1000.0,Left,1,2,2,CB,Normal,Europe,63.0,30.333333333333332,32.833333333333336,45.5,54.4,62.0,23,Defender
19,193.04,79.8,61,73,375000.0,1000.0,Left,1,3,2,CB,Lean,Europe,63.5,31.0,33.166666666666664,47.0,61.0,63.5,12,Defender
23,154.94,69.9,68,74,1200000.0,3000.0,Right,1,2,3,CM,Normal,Europe,74.5,53.333333333333336,56.5,68.83333333333333,63.0,75.25,6,Midfielder
32,185.42,83.9,77,77,7500000.0,42000.0,Right,2,3,3,CM,Normal,Europe,65.5,73.33333333333333,70.83333333333333,71.66666666666667,77.0,88.25,0,Midfielder
30,185.42,88.0,75,75,6500000.0,15000.0,Right,2,3,3,CM,Normal,Europe,66.0,70.66666666666667,71.33333333333333,70.33333333333333,71.6,75.75,0,Midfielder
31,170.18,63.0,64,64,425000.0,1000.0,Right,1,4,4,RM,Lean,Asia,78.5,53.0,51.5,66.16666666666667,40.6,55.5,0,Midfielder
19,175.26,71.2,61,79,525000.0,1000.0,Left,1,5,3,CM,Normal,Europe,59.0,46.833333333333336,57.166666666666664,60.0,60.4,56.25,18,Midfielder
28,187.96,88.9,62,62,300000.0,2000.0,Right,1,3,2,CM,Normal,Europe,66.5,54.0,58.833333333333336,55.666666666666664,56.4,75.5,0,Midfielder
17,170.18,68.0,59,77,300000.0,1000.0,Right,1,3,2,ST,Lean,Europe,92.0,52.5,46.333333333333336,64.5,36.8,71.5,18,Attacker
19,175.26,67.1,52,66,110000.0,1000.0,Right,1,3,2,RM,Lean,Europe,62.5,43.333333333333336,46.333333333333336,55.0,40.2,51.5,14,Midfielder
19,182.88,73.9,57,76,220000.0,1000.0,Left,1,3,2,ST,Lean,Europe,73.0,53.666666666666664,42.0,58.333333333333336,39.6,50.5,19,Attacker
25,185.42,82.1,68,72,975000.0,3000.0,Right,1,3,2,CB,Normal,Europe,59.5,29.833333333333332,34.166666666666664,50.166666666666664,66.8,75.75,4,Defender
35,185.42,78.9,68,68,270000.0,3000.0,Right,1,3,2,CDM,Normal,North America,49.0,59.166666666666664,59.166666666666664,62.666666666666664,66.2,71.0,0,Midfielder
20,182.88,74.8,74,85,9500000.0,18000.0,Right,1,4,3,LM,Normal,Europe,83.0,65.83333333333333,62.5,73.33333333333333,54.4,71.25,11,Midfielder
19,193.04,78.9,53,68,120000.0,1000.0,Right,1,3,2,ST,Normal,Europe,46.0,50.333333333333336,34.166666666666664,47.333333333333336,29.6,62.25,15,Attacker
20,152.4,79.8,54,64,110000.0,1000.0,Right,1,3,2,ST,Normal,Europe,71.0,49.666666666666664,29.0,51.666666666666664,27.8,61.75,10,Attacker
28,182.88,74.8,71,71,1900000.0,14000.0,Right,1,4,3,RB,Lean,Europe,80.5,63.5,69.0,70.66666666666667,63.0,76.25,0,Defender
21,175.26,68.9,66,73,925000.0,2000.0,Left,1,2,3,ST,Lean,Europe,70.5,65.16666666666667,62.0,68.16666666666667,25.4,66.0,7,Attacker
25,187.96,88.9,78,83,12000000.0,39000.0,Right,1,3,2,CB,Normal,Europe,61.5,27.5,42.166666666666664,63.166666666666664,77.6,80.5,5,Defender
21,175.26,62.1,56,65,140000.0,1000.0,Right,1,3,2,RM,Lean,Europe,71.0,44.333333333333336,51.5,58.833333333333336,46.4,55.0,9,Midfielder
28,187.96,74.8,71,72,2200000.0,9000.0,Right,1,3,2,CB,Lean,South America,62.0,30.166666666666668,37.0,53.333333333333336,69.8,76.0,1,Defender
19,154.94,72.1,59,78,290000.0,5000.0,Right,1,3,2,CB,Normal,Europe,62.5,30.833333333333332,39.333333333333336,51.333333333333336,59.0,62.75,19,Defender
23,187.96,74.8,64,68,575000.0,2000.0,Right,1,3,3,CM,Lean,Europe,75.0,56.833333333333336,58.666666666666664,64.83333333333333,56.4,69.25,4,Midfielder
27,154.94,78.0,65,66,500000.0,3000.0,Left,1,3,2,LB,Normal,Europe,73.0,47.0,63.333333333333336,64.83333333333333,58.0,65.0,1,Defender
24,154.94,76.2,66,73,750000.0,3000.0,Left,1,3,3,LWB,Lean,Europe,75.0,43.666666666666664,53.5,64.0,59.8,69.25,7,Defender
19,152.4,71.2,55,67,130000.0,1000.0,Left,1,3,2,LB,Normal,Europe,76.0,51.0,43.833333333333336,56.333333333333336,50.0,63.5,12,Defender
26,187.96,81.2,69,72,1100000.0,8000.0,Left,1,3,2,CB,Normal,Europe,51.0,31.5,53.666666666666664,58.0,68.0,64.0,3,Defender
21,172.72,64.0,69,79,1700000.0,5000.0,Right,1,4,3,CM,Normal,Africa,79.0,58.333333333333336,56.5,74.33333333333333,50.0,71.25,10,Midfielder
33,154.94,74.8,73,73,2300000.0,7000.0,Right,1,3,1,GK,Stocky,Europe,45.5,12.666666666666666,19.666666666666668,43.0,16.4,50.25,0,Goalkeeper
26,185.42,83.0,68,73,850000.0,5000.0,Right,1,2,1,GK,Normal,South America,45.5,17.333333333333332,22.166666666666668,36.833333333333336,14.6,45.75,5,Goalkeeper
25,182.88,83.0,70,75,2000000.0,8000.0,Left,1,3,3,LB,Lean,Europe,68.0,32.0,48.833333333333336,63.0,69.2,68.75,5,Defender
30,193.04,84.8,68,68,675000.0,3000.0,Right,1,3,2,CB,Normal,Europe,47.5,33.0,36.5,52.5,65.0,72.5,0,Defender
25,154.94,77.1,65,67,675000.0,1000.0,Left,1,3,2,LW,Normal,South America,72.0,57.166666666666664,60.5,63.0,39.6,57.5,2,Attacker
19,182.88,64.0,66,78,1100000.0,6000.0,Right,1,4,3,RW,Normal,Europe,88.5,62.5,47.5,67.83333333333333,28.4,56.25,12,Attacker
20,152.4,69.9,58,70,200000.0,1000.0,Right,1,4,2,CDM,Normal,Europe,45.0,51.666666666666664,51.833333333333336,58.333333333333336,54.8,57.5,12,Midfielder
31,152.4,74.8,78,78,10000000.0,50000.0,Right,2,4,4,RM,Normal,Europe,90.0,75.33333333333333,71.66666666666667,77.5,38.4,69.5,0,Midfielder
24,152.4,69.9,79,83,14000000.0,55000.0,Right,1,4,3,CDM,Lean,South America,75.0,64.16666666666667,69.66666666666667,72.0,77.0,83.25,4,Midfielder
29,193.04,79.8,65,65,375000.0,8000.0,Right,1,2,1,GK,Normal,North America,46.0,21.5,28.333333333333332,42.333333333333336,15.6,49.75,0,Goalkeeper
23,185.42,74.8,66,72,875000.0,2000.0,Left,1,3,3,RW,Lean,Europe,77.0,63.333333333333336,62.666666666666664,62.0,32.6,51.25,6,Attacker
21,152.4,69.9,70,82,2800000.0,10000.0,Left,1,3,3,LB,Lean,Europe,79.0,49.666666666666664,56.5,69.83333333333333,65.8,67.0,12,Defender
31,198.12,84.8,73,73,2600000.0,6000.0,Right,1,3,1,GK,Lean,Europe,56.0,17.333333333333332,27.833333333333332,44.0,16.6,54.5,0,Goalkeeper
21,170.18,68.0,63,78,800000.0,1000.0,Right,1,2,3,LW,Lean,North America,75.0,58.833333333333336,53.166666666666664,66.5,25.0,57.25,15,Attacker
27,182.88,86.2,67,70,650000.0,6000.0,Right,1,3,1,GK,Stocky,Europe,44.0,13.666666666666666,21.333333333333332,37.5,13.2,43.5,3,Goalkeeper
31,182.88,78.9,64,64,270000.0,1000.0,Right,1,2,1,GK,Normal,Europe,44.0,13.333333333333334,19.666666666666668,44.5,18.0,53.75,0,Goalkeeper
29,152.4,69.9,63,63,375000.0,1000.0,Right,1,3,2,ST,Lean,Europe,64.5,57.333333333333336,62.5,66.83333333333333,44.2,66.25,0,Attacker
21,182.88,79.8,54,67,110000.0,1000.0,Right,1,3,1,GK,Normal,Europe,25.5,14.0,21.0,31.833333333333332,14.4,42.0,13,Goalkeeper
30,175.26,72.1,63,63,350000.0,1000.0,Right,1,3,3,RM,Lean,Europe,81.5,56.166666666666664,47.5,66.66666666666667,24.0,53.25,0,Midfielder
23,182.88,71.2,58,65,180000.0,1000.0,Right,1,3,2,CM,Lean,Europe,60.0,51.666666666666664,52.666666666666664,58.5,48.0,60.0,7,Midfielder
18,172.72,76.2,61,80,450000.0,1000.0,Right,1,3,2,RB,Normal,North America,71.5,42.166666666666664,52.166666666666664,61.0,56.0,63.75,19,Defender
19,182.88,64.0,52,72,100000.0,2000.0,Right,1,3,2,CAM,Normal,Europe,69.0,41.5,49.0,54.0,37.4,45.5,20,Midfielder
26,175.26,62.1,82,83,26500000.0,150000.0,Right,2,3,4,RW,Lean,Europe,83.0,77.66666666666667,74.0,84.5,55.8,70.0,1,Attacker
29,154.94,73.9,73,73,4000000.0,29000.0,Right,2,2,3,CM,Stocky,Europe,63.0,63.0,68.16666666666667,71.66666666666667,70.4,76.75,0,Midfielder
18,154.94,69.9,48,71,60000.0,1000.0,Right,1,2,1,GK,Lean,Europe,21.0,11.0,19.0,27.666666666666668,11.8,34.75,23,Goalkeeper
21,175.26,73.0,63,76,700000.0,3000.0,Right,1,3,3,CAM,Lean,Europe,70.0,56.0,59.333333333333336,64.66666666666667,56.2,58.75,13,Midfielder
25,185.42,87.1,76,79,10000000.0,42000.0,Right,1,4,3,ST,Normal,Europe,74.5,73.0,68.83333333333333,70.66666666666667,39.6,70.5,3,Attacker
20,175.26,64.9,57,74,220000.0,3000.0,Left,1,3,2,RM,Lean,Africa,81.5,51.666666666666664,54.666666666666664,62.666666666666664,27.0,49.75,17,Midfielder
26,152.4,72.1,73,74,4800000.0,36000.0,Left,1,3,3,RM,Lean,Europe,84.0,66.66666666666667,63.666666666666664,74.66666666666667,47.4,58.5,1,Midfielder
31,154.94,77.1,71,71,1600000.0,2000.0,Right,1,3,3,CB,Normal,South America,69.0,62.333333333333336,65.0,65.33333333333333,68.4,78.25,0,Defender
26,154.94,68.0,65,66,625000.0,2000.0,Right,1,3,2,CM,Lean,Africa,68.5,50.666666666666664,57.333333333333336,62.5,62.8,74.0,1,Midfielder
23,187.96,78.9,62,67,350000.0,1000.0,Right,1,4,2,CDM,Lean,Europe,64.5,47.0,50.166666666666664,56.166666666666664,60.4,68.5,5,Midfielder
